Date,High,Low,Open,Close,Volume,Adj Close
2017-11-13,81.1500015258789,80.16000366210938,80.18000030517578,81.0999984741211,1096100.0,68.10586547851562
2017-11-14,82.80000305175781,80.72000122070312,80.97000122070312,82.63999938964844,2575500.0,69.39910888671875
2017-11-15,83.37999725341797,81.68000030517578,82.87999725341797,81.83999633789062,1554900.0,68.72731018066406
2017-11-16,82.01000213623047,81.48999786376953,81.8499984741211,81.75,1384300.0,68.6517105102539
2017-11-17,81.77999877929688,80.76000213623047,81.47000122070312,80.88999938964844,1574300.0,67.92951202392578
2017-11-20,81.0199966430664,80.38999938964844,80.83999633789062,80.43000030517578,1342600.0,67.54320526123047
2017-11-21,80.6500015258789,80.19000244140625,80.5199966430664,80.22000122070312,1464800.0,67.36685943603516
2017-11-22,80.44000244140625,79.72000122070312,80.22000122070312,80.1500015258789,1158000.0,67.30809020996094
2017-11-24,81.13999938964844,80.3499984741211,80.44999694824219,80.55000305175781,567600.0,67.64398956298828
2017-11-27,81.0199966430664,80.33999633789062,80.62000274658203,80.81999969482422,918200.0,67.87073516845703
2017-11-28,81.36000061035156,80.86000061035156,81.05000305175781,81.13999938964844,1356600.0,68.13946533203125
2017-11-29,81.62000274658203,80.69000244140625,80.97000122070312,81.41000366210938,1354800.0,68.36620330810547
2017-11-30,81.83999633789062,81.0,81.36000061035156,81.2699966430664,2391800.0,68.24861907958984
2017-12-01,81.95999908447266,80.4800033569336,81.72000122070312,80.76000213623047,1600900.0,67.82034301757812
2017-12-04,81.19000244140625,80.13999938964844,80.73999786376953,80.26000213623047,1608200.0,67.40044403076172
2017-12-05,79.7699966430664,69.13999938964844,79.7699966430664,70.0,17110000.0,58.78435134887695
2017-12-06,70.0,67.80000305175781,68.45999908447266,68.72000122070312,10027600.0,57.709434509277344
2017-12-07,72.27999877929688,68.26000213623047,68.93000030517578,71.7699966430664,7682400.0,60.2707405090332
2017-12-08,73.30999755859375,71.23999786376953,71.91000366210938,71.80000305175781,5823900.0,60.29594039916992
2017-12-11,73.2300033569336,71.6500015258789,71.69000244140625,72.9800033569336,3808000.0,61.28688430786133
2017-12-12,70.16999816894531,67.27999877929688,69.68000030517578,68.58000183105469,10717400.0,57.59187316894531
2017-12-13,70.5,68.66000366210938,69.43000030517578,69.80000305175781,4615800.0,58.61640167236328
2017-12-14,69.66000366210938,68.66000366210938,68.83999633789062,69.29000091552734,4087600.0,58.188106536865234
2017-12-15,70.4000015258789,69.45999908447266,69.48999786376953,69.70999908447266,4531700.0,58.54081726074219
2017-12-18,70.9800033569336,70.0199966430664,70.0199966430664,70.94999694824219,3687100.0,59.58213806152344
2017-12-19,71.11000061035156,69.58999633789062,70.91000366210938,69.8499984741211,4518900.0,58.65839385986328
2017-12-20,70.08000183105469,67.91000366210938,69.80000305175781,68.30000305175781,6041500.0,57.35673522949219
2017-12-21,66.5,62.66999816894531,66.19000244140625,63.310001373291016,9494500.0,53.16624069213867
2017-12-22,65.37999725341797,63.77000045776367,63.90999984741211,65.2300033569336,4807700.0,54.77861404418945
2017-12-26,65.30000305175781,63.9900016784668,65.25,64.04000091552734,2666500.0,53.7792854309082
2017-12-27,64.8499984741211,63.939998626708984,64.04000091552734,64.4000015258789,2085400.0,54.08159637451172
2017-12-28,64.25,63.31999969482422,64.11000061035156,63.939998626708984,1964400.0,54.20452117919922
2017-12-29,64.25,63.189998626708984,64.0999984741211,63.2400016784668,2125600.0,53.61110305786133
