Date,High,Low,Open,Close,Volume,Adj Close
2017-11-13,196.2100067138672,194.4600067138672,195.39999389648438,195.88999938964844,283000.0,187.13555908203125
2017-11-14,196.4499969482422,194.1199951171875,194.94000244140625,195.22000122070312,187200.0,186.49551391601562
2017-11-15,196.42999267578125,192.50999450683594,194.4499969482422,195.4199981689453,206600.0,186.68653869628906
2017-11-16,196.6999969482422,195.0,195.9199981689453,195.2899932861328,180300.0,186.56239318847656
2017-11-17,196.27000427246094,195.0800018310547,195.0800018310547,196.08999633789062,317100.0,187.3266143798828
2017-11-20,197.72000122070312,195.69000244140625,195.91000366210938,196.33999633789062,156100.0,187.56539916992188
2017-11-21,197.74000549316406,195.75,196.8800048828125,196.75999450683594,195900.0,187.96669006347656
2017-11-22,197.75999450683594,196.0,196.69000244140625,197.58999633789062,132900.0,188.7595977783203
2017-11-24,199.02999877929688,196.57000732421875,197.9600067138672,198.7100067138672,72000.0,189.82957458496094
2017-11-27,199.30999755859375,196.42999267578125,198.86000061035156,196.6199951171875,218400.0,187.8329315185547
2017-11-28,199.14999389648438,195.86000061035156,197.11000061035156,199.0399932861328,293100.0,190.14480590820312
2017-11-29,199.8699951171875,197.75999450683594,198.6199951171875,198.27999877929688,249200.0,189.95318603515625
2017-11-30,200.30999755859375,198.24000549316406,198.89999389648438,199.8800048828125,253900.0,191.48597717285156
2017-12-01,202.24000549316406,195.39999389648438,199.47000122070312,201.4499969482422,443900.0,192.99009704589844
2017-12-04,204.66000366210938,201.02000427246094,202.75,204.49000549316406,762800.0,195.9024200439453
2017-12-05,203.39999389648438,199.00999450683594,202.5,202.24000549316406,969700.0,193.7469024658203
2017-12-06,204.0500030517578,200.39999389648438,201.38999938964844,202.13999938964844,486800.0,193.65106201171875
2017-12-07,203.25999450683594,199.30999755859375,201.9600067138672,200.0,659600.0,191.60093688964844
2017-12-08,202.9499969482422,199.67999267578125,200.47999572753906,202.07000732421875,256800.0,193.58401489257812
2017-12-11,204.2899932861328,201.02999877929688,201.8800048828125,204.0500030517578,301000.0,195.48086547851562
2017-12-12,206.66000366210938,203.0500030517578,203.22000122070312,204.0399932861328,587200.0,195.47129821777344
2017-12-13,205.27999877929688,201.7899932861328,204.47000122070312,202.02000427246094,261300.0,193.53611755371094
2017-12-14,204.86000061035156,202.11000061035156,202.11000061035156,202.4600067138672,268200.0,193.95765686035156
2017-12-15,206.16000366210938,202.0,202.22000122070312,204.8699951171875,555500.0,196.2664031982422
2017-12-18,207.25,201.75,205.49000549316406,204.72999572753906,767200.0,196.13229370117188
2017-12-19,193.3699951171875,183.88999938964844,186.0500030517578,187.4600067138672,1526700.0,179.58755493164062
